601139-000970,0.012873,2.102663,0.018749,1.610664,0.055727,3.696080
600366-600120,0.857875,0.478864,0.017803,1.660487,0.061358,4.416231
601857-002594,-0.443871,3.671119,0.025404,1.605193,0.034119,3.051372
600111-000630,0.77676,1.412718,0.024185,1.574505,0.065627,3.294966
002340-002011,0.961533,0.241204,0.017555,1.680223,0.039716,4.193223
601857-600089,-0.445427,3.162585,0.025517,1.668529,0.044934,3.016016
600741-000581,0.589855,0.391909,0.026708,1.599813,0.083251,3.147805
600674-000049,-0.1486,3.0608,0.019605,1.519023,0.056181,5.981780
600060-000338,0.49709,0.983412,0.025429,1.613613,0.040813,6.405435
600036-002202,-0.131741,2.65291,0.017755,1.577025,0.041684,3.873046
600801-600060,0.505805,1.252958,0.029881,1.652384,0.079067,3.254156
601139-600690,-0.023799,2.202061,0.018773,1.632406,0.039805,3.916787
601139-600060,0.722372,0.357135,0.021905,1.61992,0.044003,4.406004
601139-600256,0.322726,1.352414,0.021696,1.588709,0.035213,5.236372
600874-600008,0.699534,0.790447,0.02343,1.489189,0.088093,3.998380
600251-000960,0.830329,0.71089,0.027535,1.596228,0.050069,4.439807
601139-600008,0.846889,0.452075,0.024626,1.692457,0.050719,3.780371
600251-000962,0.768328,0.979746,0.025205,1.567898,0.054877,3.622371
600518-300039,-0.678555,4.783881,0.028209,1.602017,0.032588,7.527072
600123-000655,0.652244,1.202834,0.029848,1.502217,0.085927,3.235448
600674-000826,-0.25788,3.378421,0.020777,1.667838,0.046612,5.267247
600694-600366,0.526467,1.955968,0.027124,1.621834,0.086717,4.283739
601857-002267,-0.020055,2.103296,0.014438,1.889006,0.020124,3.477379
600694-600266,0.354412,2.540217,0.029078,1.782847,0.028952,4.307778
600874-600188,0.877351,0.13991,0.026181,1.496767,0.065321,5.182015
600251-600123,0.919499,0.424561,0.020198,1.487613,0.096476,4.219966
600104-000581,0.603315,0.70551,0.028949,1.461031,0.072197,3.790332
000625-000581,0.521351,0.732704,0.029828,1.568497,0.079229,3.408533
600594-600518,-0.583541,5.141901,0.029911,1.690736,0.044386,3.801658
600008-000685,0.4253,0.956095,0.027845,1.849639,0.036039,4.005691
600197-002646,0.650972,0.496843,0.028965,1.481358,0.076184,3.375864
601139-000581,0.250669,1.315664,0.019533,1.63916,0.079499,3.042905
600674-002011,-0.311137,3.143809,0.028531,1.49923,0.084346,4.289239
601336-000338,0.457231,1.770271,0.026194,1.663238,0.052666,4.111770
601388-002011,1.013252,0.085079,0.021777,1.551305,0.053512,5.273178
600000-000063,0.350211,1.335429,0.028194,1.701849,0.058219,3.466400
600251-600141,0.745094,0.871261,0.024446,1.704566,0.057176,3.870714
600111-000878,0.848251,1.384484,0.028041,1.534646,0.044418,3.186334
600366-600266,0.433603,1.673195,0.025275,1.803822,0.029662,3.609246
600000-002202,0.025363,2.254851,0.020802,1.746857,0.049792,3.862769
600366-000728,0.476872,1.630603,0.02619,1.689787,0.058296,3.025051
600366-600362,0.862915,0.342423,0.017345,1.417831,0.048874,5.121253
002378-000970,-0.044606,3.045602,0.027904,1.681152,0.029705,3.10850
600111-000960,0.9358,0.953329,0.023519,1.853566,0.040705,4.184292
601857-600874,-0.033584,2.128494,0.014462,1.8205,0.03877,3.310877
600008-000581,0.50272,0.343049,0.028679,1.618683,0.037377,4.697929
601336-601088,0.361173,2.118308,0.027055,1.653652,0.044304,4.31072
600694-600120,0.741814,1.459185,0.021346,1.612029,0.049483,3.747373
600674-000970,-0.138474,2.816526,0.019316,1.595679,0.062686,6.357177
600674-002594,0.154219,1.894909,0.019876,1.785773,0.044371,5.66123
002378-000581,-0.058837,3.122169,0.027867,1.715778,0.022368,2.981522
601139-002267,0.025205,2.075738,0.018758,1.616152,0.042113,3.825993
601857-000731,-0.768132,3.774826,0.029752,1.736107,0.041923,4.189354
002646-000858,1.000084,0.099018,0.023108,1.564985,0.123193,2.959853
600251-000878,0.795505,0.998504,0.029306,1.756189,0.032694,3.998878
600720-600256,0.404914,0.949973,0.025989,1.721295,0.049649,3.511966
601336-600036,0.385025,2.216331,0.026438,1.754897,0.081136,4.07102
601857-600256,-0.425183,3.08778,0.021611,1.611099,0.056145,5.597550
601139-600481,-0.113482,2.399387,0.019322,1.629367,0.043375,4.916458
601628-600585,0.794548,0.463196,0.026394,1.709082,0.041939,3.012947
600519-600089,-0.006043,4.955641,0.02559,1.514666,0.070089,2.848721
600801-600008,0.575971,1.353282,0.028269,1.508175,0.102281,4.164066
600502-600116,0.488763,0.985426,0.026196,1.663448,0.038903,4.549727
600060-600008,0.423114,1.621358,0.02826,1.705209,0.031373,5.752448
600111-000758,1.110132,0.469662,0.027545,1.594288,0.183001,5.049408
600060-002378,0.62448,0.63311,0.022746,1.704419,0.058103,5.514969
600549-600111,0.96143,0.194379,0.019013,1.677381,0.03223,4.572372
600008-000338,0.594782,0.218487,0.023412,1.416147,0.042537,4.667257
600498-600410,0.909198,1.030059,0.026576,1.461538,0.053654,4.383372
601857-002202,-0.04246,2.144622,0.014595,1.801644,0.032304,3.453541
