600694-002393,0.901623,0.028842,0.020183,1.7321,0.051284,3.493645
600089-000800,0.871673,0.236191,0.026996,1.569691,0.061791,3.820490
600362-600111,0.69394,0.45955,0.022313,1.971168,0.054982,4.166246
600251-000792,0.975241,0.053948,0.011092,1.779038,0.037883,8.204948
600739-000768,0.787612,0.985557,0.025117,1.535229,0.069632,2.975029
600111-000655,0.848578,1.426802,0.014138,1.581894,0.044662,3.786701
601857-600089,0.473804,0.946324,0.026123,1.68127,0.053722,3.061082
600251-000655,0.968138,0.845155,0.01491,1.611647,0.057247,5.223985
600739-000338,0.711467,0.685388,0.02602,1.554576,0.048618,4.433280
600783-000783,0.86863,0.866083,0.029609,1.622419,0.043363,4.804256
601857-600332,0.009508,1.999621,0.013905,1.494241,0.06051,9.140033
600089-000063,0.746854,0.356068,0.029693,1.780058,0.054559,3.130388
600498-000063,0.989344,0.133644,0.015842,1.654349,0.052438,3.533560
601857-002202,0.383991,1.158977,0.029283,1.555225,0.043544,3.126249
000878-000538,0.359394,0.38232,0.029483,1.569196,0.076856,3.292308
601628-000858,-0.565574,4.183083,0.028173,1.666348,0.036023,3.387115
600111-000630,0.813241,1.268411,0.015245,1.748323,0.039683,4.779261
600251-000758,0.809919,0.831846,0.01487,1.648908,0.066037,4.843479
601601-000858,-0.668198,4.626876,0.029255,1.635082,0.051069,3.124507
600251-000630,0.758456,1.038067,0.01904,1.715509,0.052007,5.563169
601628-600332,0.061262,2.433696,0.028119,1.698157,0.037435,2.765361
000423-000061,0.733636,2.079044,0.028065,1.561667,0.049203,3.835571
600694-600389,0.492247,1.521491,0.026242,1.805032,0.050947,3.336283
000792-000538,-0.230174,3.758923,0.028503,1.527862,0.093988,3.091586
600895-600830,0.741976,0.274569,0.027004,1.543044,0.056299,3.627683
601857-601038,0.347169,1.271677,0.020362,1.615476,0.044574,3.49229
002428-000768,0.787471,0.88098,0.024249,1.556429,0.061621,3.485464
601238-601038,0.908261,0.051655,0.022463,1.587051,0.051523,4.045413
600332-000063,0.865959,1.061886,0.028368,1.649885,0.042592,4.971250
601139-000651,0.328692,0.851634,0.023715,1.478965,0.068147,4.205825
600118-000768,0.768333,1.250706,0.024278,1.728209,0.039921,3.637855
002142-000858,0.103289,1.898916,0.022606,1.716933,0.045756,5.110779
600830-600369,0.794149,0.454686,0.029602,1.486378,0.15134,2.638861
601388-002011,0.740438,0.63958,0.02865,1.562613,0.090502,4.115783
600118-600100,0.826772,0.986512,0.024541,1.658851,0.063868,4.380499
601857-600739,-0.334454,2.940718,0.018934,1.407808,0.053905,9.254407
600015-000858,-0.081982,2.319905,0.020321,1.683668,0.054574,3.610718
601857-000063,-0.174193,2.480973,0.01547,1.389956,0.042839,9.473978
601088-600739,0.85293,0.31513,0.029937,1.782786,0.050318,3.191813
601336-600332,0.482178,1.479928,0.028775,1.693723,0.059258,3.251804
000895-000538,0.826249,0.087454,0.02995,1.668258,0.040413,5.415715
600329-000423,0.360662,1.192626,0.028991,1.629679,0.067469,3.19687
600111-000878,0.763234,1.538136,0.01557,1.561905,0.078711,3.452103
600739-000001,0.81943,0.728941,0.025049,1.627989,0.044693,4.680354
600739-000063,0.87091,0.470289,0.024036,1.574719,0.110354,3.221677
600111-000768,1.115794,0.605236,0.028586,1.543143,0.071607,3.7053
600332-600016,0.786005,1.720779,0.024797,1.658119,0.03481,5.168467
600495-000338,0.653977,0.674697,0.028214,1.688863,0.06918,3.6070
600066-000012,0.685153,1.476231,0.027065,1.652816,0.045691,3.992941
601088-000858,-0.700121,4.55057,0.028486,1.598058,0.04766,3.943156
000878-000858,-0.507377,3.385252,0.027259,1.673297,0.047041,3.706489
601336-002202,0.049067,2.958519,0.029571,1.708917,0.050249,3.756425
600739-600362,0.764391,0.74431,0.024001,1.739935,0.053143,4.013573
600062-000423,0.605413,0.826175,0.021773,1.738088,0.067545,3.136802
600015-000538,0.088995,1.695746,0.020584,1.629464,0.058803,3.650831
600104-000858,-0.084736,2.800123,0.027301,1.645032,0.029208,4.022430
600141-600111,0.696132,0.351413,0.024609,1.406003,0.042357,4.632696
600100-000063,0.872797,0.111463,0.020268,1.549562,0.053416,5.27321
600197-000858,0.840021,0.016207,0.027344,1.414331,0.062482,3.604576
601857-000651,-0.096295,2.355408,0.014347,1.366535,0.037345,10.025535
600120-002250,0.811172,0.073787,0.029685,1.651314,0.060272,3.512659
601038-000063,0.773113,0.190087,0.028068,1.640604,0.044012,3.165409
601857-000800,0.013386,1.99959,0.013742,1.496053,0.046226,9.207031
600739-600000,0.613758,1.363574,0.029577,1.630557,0.062107,3.373080
600104-000538,0.23364,1.518521,0.028613,1.694959,0.057175,3.776263
600251-000878,0.668893,1.375347,0.019237,1.568894,0.036884,5.139984
600481-002340,0.848653,0.417783,0.028423,1.583753,0.09208,3.471972
600516-002011,0.751423,0.338804,0.027947,1.518928,0.091464,3.862879
600495-000425,0.573335,1.435386,0.026459,1.565291,0.037427,3.888327
600111-000792,0.644984,1.305006,0.021488,1.692888,0.048215,5.955053
600362-600058,1.016886,0.060419,0.018277,1.531531,0.081896,5.426901
002142-000538,-0.175421,2.969361,0.023586,1.606948,0.049509,5.018063
600694-600436,0.573635,0.709092,0.027789,1.639366,0.062383,3.722826
000581-000550,0.917368,0.363801,0.026289,1.741251,0.042808,4.036522
600111-000758,0.666835,1.515061,0.019683,1.503803,0.056568,2.680516
600783-000728,0.777846,1.054582,0.029318,1.522889,0.035015,3.989013
000651-000001,0.725774,1.605399,0.029697,1.625632,0.080803,4.233231
