600312-600089,0.098145,2.292872,0.083307,:,1.575180,0.056000,2.444428,False
600895-600694,0.582027,-0.004479,0.029112,:,1.626892,0.044135,2.952302,True
600406-600312,0.937623,0.418140,0.038944,:,1.673321,0.053840,3.056689,False
600694-000728,1.040092,0.968144,0.040709,:,1.373187,0.082947,2.252187,True
600694-600266,0.908985,1.305810,0.034130,:,1.625373,0.045322,2.766699,True
600694-600369,0.872059,1.367749,0.033598,:,1.675418,0.046608,2.737779,True
600694-600120,1.066543,0.635342,0.039184,:,1.760707,0.047338,2.521979,True
600694-600196,0.179209,2.747197,0.034274,:,1.639412,0.066542,2.224925,True
600694-600389,0.492247,1.521491,0.026242,:,1.805032,0.050947,3.032985,True
600694-600366,1.457525,-0.615225,0.126414,:,1.401899,0.141709,2.337579,False
600694-600522,0.942496,0.928452,0.085342,:,1.467119,0.064066,2.037372,False
600830-600694,0.547693,0.401788,0.030222,:,1.674932,0.064248,2.727779,True
600694-002393,0.901623,0.028842,0.020183,:,1.732100,0.051284,3.176041,True
600694-002250,1.276719,-0.509423,0.045360,:,1.676285,0.046505,2.962023,True
600694-600436,0.573635,0.709092,0.027789,:,1.639366,0.062383,3.384388,True
600887-600694,-0.004164,3.615113,0.039901,:,1.658388,0.044143,2.968855,False
600694-600486,1.259884,-1.133989,0.046592,:,1.434985,0.072628,3.177879,False
600251-600123,1.274404,-0.076940,0.071747,:,1.627577,0.071303,2.601199,True
600251-000792,0.975241,0.053948,0.011092,:,1.779038,0.037883,7.459044,True
600256-600251,0.140363,1.644721,0.067608,:,1.396616,0.233230,2.640571,False
600251-600141,1.132363,-0.097884,0.030892,:,1.674617,0.030512,3.574646,True
600251-000630,0.758456,1.038067,0.019040,:,1.715509,0.052007,5.057427,True
600251-002202,1.494771,-0.683332,0.093535,:,1.631108,0.041952,3.021220,True
600251-600188,1.467688,-0.176028,0.111869,:,1.665625,0.160900,2.161158,True
600362-600251,0.395184,1.513252,0.033984,:,1.921986,0.080957,3.426615,True
600251-000758,0.809919,0.831846,0.014870,:,1.648908,0.066037,4.403163,True
600251-600089,1.462052,-0.635314,0.053684,:,1.673709,0.057107,2.656996,False
600547-600251,0.032766,2.747631,0.060493,:,1.601527,0.105316,3.179513,True
600251-600197,-0.035470,2.793300,0.025361,:,1.605699,0.042882,3.024226,False
600251-600111,0.906765,-0.065675,0.018404,:,1.592081,0.053603,5.054562,True
600251-000878,0.668893,1.375347,0.019237,:,1.568894,0.036884,4.672713,True
600251-000655,0.968138,0.845155,0.014910,:,1.611647,0.057247,4.749078,True
600251-000962,0.827908,0.817591,0.034396,:,1.743479,0.045197,3.788751,True
600251-000960,-0.328257,3.490559,0.031768,:,1.559674,0.115865,2.665504,False
002570-000915,0.596186,1.290405,0.042440,:,1.790658,0.063669,2.582200,False
002570-000661,0.062091,3.040122,0.050386,:,1.487269,0.081287,2.850882,False
