600111-000758,1.110132,0.469662,0.027545,:,1.594288,0.183001,4.590371,True,
600519-600089,-0.006043,4.955641,0.025590,:,1.514666,0.070089,2.589747,True,
601857-600089,-0.445427,3.162585,0.025517,:,1.668529,0.044934,2.741833,True,
600674-000049,-0.148600,3.060800,0.019605,:,1.519023,0.056181,5.437982,True,
600594-600518,-0.583541,5.141901,0.029911,:,1.690736,0.044386,3.456053,True,
600830-600389,0.986512,-1.162820,0.029082,:,1.559321,0.046556,3.448648,True,
600518-300039,-0.678555,4.783881,0.028209,:,1.602017,0.032588,6.842793,True,
002646-000858,1.000084,0.099018,0.023108,:,1.564985,0.123193,2.690776,True,
600522-000962,1.027688,-0.015450,0.020903,:,1.661709,0.045925,3.821399,True,
600741-000581,0.589855,0.391909,0.026708,:,1.599813,0.083251,2.861641,True,
600104-000581,0.603315,0.705510,0.028949,:,1.461031,0.072197,3.445757,True,
600831-000063,0.989500,-0.627655,0.028017,:,1.614164,0.066707,3.854778,True,
600674-002011,-0.311137,3.143809,0.028531,:,1.499230,0.084346,3.899309,True,
601628-600585,0.794548,0.463196,0.026394,:,1.709082,0.041939,2.739043,True,
600502-600116,0.488763,0.985426,0.026196,:,1.663448,0.038903,4.136116,True,
600111-000878,0.848251,1.384484,0.028041,:,1.534646,0.044418,2.896668,True,
600111-000960,0.935800,0.953329,0.023519,:,1.853566,0.040705,3.803902,True,
600674-000970,-0.138474,2.816526,0.019316,:,1.595679,0.062686,5.779252,True,
600801-600060,0.505805,1.252958,0.029881,:,1.652384,0.079067,2.958324,True,
