600406-600312,0.851218,0.716118,0.063465,:,1.596498,0.051690,2.561401,False
600312-600089,-0.573550,3.637468,0.055760,:,1.664591,0.038083,2.592043,False
600895-600694,0.568832,0.091527,0.066559,:,1.500839,0.038857,2.563314,False
600694-000728,0.503306,2.182302,0.043655,:,1.536807,0.052278,2.147513,False
600694-600266,1.305432,0.369942,0.054194,:,1.561858,0.068405,2.345438,False
600694-600369,0.804592,1.511321,0.027269,:,1.708483,0.040448,2.953321,False
600694-600366,0.837935,1.139417,0.022305,:,1.557958,0.056392,2.798413,False
600694-600120,1.026150,0.740079,0.037846,:,1.675192,0.047539,2.367384,False
600694-002393,0.529103,1.409007,0.042650,:,1.502249,0.043233,2.190248,True
600694-600389,0.263896,2.384253,0.054581,:,1.611781,0.053557,2.218697,True
600830-600694,0.746709,-0.236826,0.037737,:,1.337197,0.031663,5.097429,False
600694-600436,0.721808,0.042589,0.039243,:,1.650469,0.046047,3.016139,False
600694-002250,0.609502,1.512099,0.038728,:,1.615106,0.043173,2.937013,False
600887-600694,0.838173,0.857874,0.043390,:,1.527427,0.065852,2.730202,False
600694-600486,0.950385,-0.021948,0.035051,:,1.653161,0.038207,3.619384,False
600256-600251,0.157696,1.703708,0.140917,:,1.545771,0.104853,1.989496,False
600251-600123,2.904561,-4.128676,0.338720,:,1.416504,0.067534,1.693556,False
600251-000792,1.369199,-1.087224,0.057087,:,1.461393,0.114182,2.313801,False
600251-002202,-0.249349,3.264108,0.036618,:,1.700230,0.084692,3.088238,False
600251-000630,1.527303,-0.753333,0.072794,:,1.551070,0.231114,2.422912,False
600549-600251,0.329679,2.265849,0.075741,:,1.547261,0.024851,1.847339,False
600251-600141,0.600129,1.227208,0.025762,:,1.499802,0.099526,2.773882,False
600251-600188,2.564972,-2.801776,0.263839,:,1.437851,0.062351,1.718499,False
600362-600251,0.583742,1.057858,0.033906,:,1.782885,0.038918,2.500504,False
600251-000758,1.739868,-1.407238,0.100015,:,1.602460,0.062119,2.660873,False
600251-600089,1.142503,0.065541,0.050130,:,1.888288,0.066084,2.742819,False
600251-600197,1.152770,0.001080,0.027683,:,1.468482,0.114648,3.166416,False
600547-600251,0.352830,1.898821,0.071236,:,1.478359,0.115498,1.858798,True
600251-000878,1.580826,-0.585150,0.098263,:,1.464782,0.214183,2.132904,False
600251-600111,1.795249,-2.895312,0.119801,:,1.704333,0.211861,2.588219,True
600251-000655,1.189785,0.363858,0.043543,:,1.542253,0.085818,2.524652,False
600251-000960,1.607775,-1.089947,0.079962,:,1.648670,0.072812,2.225599,False
600251-000962,0.978256,0.488731,0.032485,:,1.659726,0.091563,3.798429,False
002570-000661,-1.253224,9.284281,0.074725,:,1.706849,0.093438,2.268756,True
002570-000915,-0.635957,5.536291,0.038733,:,1.610772,0.047550,2.672992,False
002570-000876,0.900689,1.031431,0.038370,:,1.441423,0.022872,3.982208,True
600887-002570,0.932725,0.501666,0.039902,:,1.657333,0.061218,2.700360,True
000826-000625,1.024863,1.009039,0.040596,:,1.728277,0.064410,2.975309,False
601139-000826,0.401990,0.623670,0.068087,:,1.365560,0.225799,1.814664,False
000826-000012,0.970161,1.471811,0.048995,:,1.585923,0.048909,2.830692,False
002155-000826,0.517849,0.248482,0.048254,:,1.597416,0.051559,4.870158,False
600008-000826,0.456178,0.301953,0.057714,:,1.588617,0.038839,2.297652,False
600108-000826,0.370934,0.781368,0.074705,:,1.505919,0.096298,1.943260,False
002378-000826,0.600858,0.753520,0.035516,:,1.763700,0.041369,2.569174,False
601388-000826,0.568220,0.232758,0.039792,:,1.617570,0.034776,2.466723,False
000826-000338,0.998372,0.582113,0.047282,:,1.576202,0.033294,2.218728,False
002594-000826,-0.017467,3.695746,0.025317,:,1.755193,0.044455,3.380273,False
600478-000826,0.621379,1.073526,0.029975,:,1.668400,0.082048,2.999882,False
300090-000826,-0.333183,4.706120,0.070572,:,1.550396,0.104792,2.780547,False
002340-000826,1.025206,-1.291105,0.036456,:,1.848104,0.054551,2.857234,False
000915-000826,-0.569624,5.393405,0.038105,:,1.633663,0.073025,3.182985,False
600209-000826,0.366817,0.961978,0.054386,:,1.498950,0.046194,3.308790,False
000826-000049,-0.409407,5.237692,0.040511,:,1.632756,0.040365,3.289579,False
601038-000826,0.414527,0.783490,0.061973,:,1.646610,0.130521,3.251918,False
