601377-600895,0.986587,0.217715,0.028307,1.49283,0.058468,5.246216
600366-600120,0.718908,0.819964,0.022096,1.56074,0.120765,4.451559
600895-600104,0.746645,0.040273,0.02979,1.599167,0.041688,4.533585
600251-000792,0.677041,0.827915,0.019143,1.705913,0.041666,4.147171
600549-600547,0.882844,0.661707,0.015947,1.639945,0.042816,5.472173
600739-000768,0.867924,0.925847,0.029788,1.656161,0.063416,3.813133
600547-600016,0.968613,0.890869,0.014114,1.643198,0.049261,3.899231
600251-000655,0.548849,1.630622,0.023035,1.734765,0.054572,3.473014
600765-000768,0.905006,0.517292,0.023046,1.606684,0.054475,3.205011
600805-600516,0.327415,1.746323,0.028688,1.805671,0.033881,3.706027
601336-601088,0.632533,1.380045,0.023718,1.61187,0.05518,3.674628
601336-601238,0.800078,1.40215,0.027414,1.792665,0.052467,4.77274
600123-000758,0.768579,0.602496,0.029626,1.806634,0.021153,3.462103
600251-000960,0.607038,1.266192,0.025014,1.743995,0.082537,4.131513
600251-002202,0.716892,1.236581,0.024674,1.617662,0.072747,4.892115
601318-600585,1.045702,0.74148,0.018201,1.521419,0.068856,5.319923
600366-002353,0.042874,2.483583,0.029533,1.744942,0.070164,3.123596
600251-000962,0.87999,0.710244,0.025836,1.703758,0.041093,4.626947
600251-000630,0.316491,2.002137,0.027405,1.641922,0.054738,3.448217
600694-600366,0.495269,2.045614,0.026053,1.652865,0.043144,3.181117
600366-002091,0.987938,0.169252,0.020718,1.620469,0.050284,5.521662
600366-002594,0.057772,2.460329,0.02952,1.763342,0.074505,3.087836
600547-600086,0.682233,0.959317,0.026785,1.611533,0.047328,3.730548
600830-600120,0.436862,1.174889,0.029841,1.555271,0.05728,4.927869
600366-002250,0.144382,2.236287,0.029249,1.765803,0.051901,3.028525
601336-000338,0.970641,0.25946,0.018582,1.595985,0.053043,4.880093
600547-600188,0.676513,1.415558,0.028468,1.765182,0.04269,3.139546
600366-000962,0.700728,1.049363,0.027161,1.506468,0.045015,3.011201
600993-600196,0.195035,2.282761,0.023267,1.515499,0.053481,4.134109
600547-000758,0.738453,1.140759,0.024812,1.873625,0.059705,3.296289
600251-600141,0.820772,0.674542,0.017044,1.666806,0.042308,3.580284
002310-000826,0.47503,1.828573,0.025763,1.508457,0.065434,3.209163
600547-600048,0.914251,0.964723,0.016036,1.668012,0.075306,3.140381
600674-600066,0.011298,2.42154,0.021049,1.57407,0.109828,5.044055
601628-000768,0.778416,0.943012,0.029609,1.661204,0.059045,3.11934
600837-000783,0.727688,0.763327,0.029791,1.546561,0.115511,2.284868
600748-600108,0.811255,0.339913,0.029605,1.69897,0.03607,3.720488
601336-002202,0.582214,1.924253,0.029001,1.591645,0.062823,2.938933
601336-600036,0.564613,1.808434,0.026331,1.564302,0.031302,2.752988
600481-600100,0.942401,0.262858,0.024747,1.572256,0.094878,3.795509
600141-600111,0.411768,1.192638,0.028486,1.45191,0.093089,2.328937
002142-000063,0.183519,1.72013,0.02403,1.549167,0.103603,2.864753
600547-000001,0.874237,0.704847,0.022888,1.645787,0.04463,3.414826
600251-600197,0.419036,1.733505,0.025716,1.621028,0.040468,3.100497
600369-000728,0.799624,0.449296,0.026494,1.731819,0.045413,3.26170
600366-600362,0.875403,0.309477,0.011483,1.503217,0.049354,6.099824
600366-600266,1.136768,0.009388,0.024312,1.544182,0.084782,3.803119
600887-000661,0.412017,1.769248,0.023978,1.600029,0.045757,5.346269
600616-600199,0.840359,0.204044,0.028955,1.429065,0.046972,5.146280
600362-600251,0.39528,1.610672,0.025891,1.674035,0.064273,3.07165
600366-000625,0.613026,1.160908,0.029935,1.533247,0.092773,2.574607
600993-600161,0.166662,2.337512,0.02367,1.586505,0.061987,3.998474
